,query,lab1,lab2,lab3,lab4,lab5,word_count,has_num,char_count,char_per_word,noun_count,verb_count,prep_count,meaning_count,categories,super_categories,sup1,sup2,sup3,sup4,sup_cat_bool,bools,label1,label2,label3,label4,label5,label6,label7
2143,pen friends in india,Living\Dating & Relationships,Online Community\Chat & Instant Messaging,Online Community\Forums & Groups,Information\Local & Regional ,,4,False,20,5.0,1,0,1,4,"['Living\\Dating & Relationships', 'Online Community\\Chat & Instant Messaging', 'Online Community\\Forums & Groups', 'Information\\Local & Regional ']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2144,permenant abdominal gas remedies,Living\Health & Fitness,Information\Science & Technology,,,,4,False,32,8.0,1,0,0,2,"['Living\\Health & Fitness', 'Information\\Science & Technology']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2145,permission slip,Living\Family & Kids,Information\Education,Computers\Internet & Intranet,,,2,False,15,7.5,2,0,0,3,"['Living\\Family & Kids', 'Information\\Education', 'Computers\\Internet & Intranet']","['Computers', 'Information', 'Living']",Living, 'Information',['Computers',,"[True, False, True, True, False, False, False]","['TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2146,personal page,Computers\Internet & Intranet,Information\Companies & Industries,Online Community\Homepages,,,2,False,13,6.5,1,0,0,3,"['Computers\\Internet & Intranet', 'Information\\Companies & Industries', 'Online Community\\Homepages']","['Computers', 'Information', 'Online']",Online, 'Information',['Computers',,"[True, False, True, False, True, False, False]","['TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2147,pex tubing prices,Shopping\Buying Guides & Researching,Information\Companies & Industries,Shopping\Stores & Products,,,3,False,17,5.666666666666668,1,0,0,3,"['Shopping\\Buying Guides & Researching', 'Information\\Companies & Industries', 'Shopping\\Stores & Products']","['Information', 'Shopping']",Shopping,['Information',,,"[False, False, True, False, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2148,pgatour,Sports\Other,Information\Companies & Industries,Online Community\Homepages,,,1,False,7,7.0,1,0,0,3,"['Sports\\Other', 'Information\\Companies & Industries', 'Online Community\\Homepages']","['Information', 'Online', 'Sports']",Sports, 'Online',['Information',,"[False, False, True, False, True, False, True]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
2149,philippians,Living\Religion & Belief,Living\Book & Magazine,,,,1,False,11,11.0,0,0,0,2,"['Living\\Religion & Belief', 'Living\\Book & Magazine']",['Living'],Living,,,,"[False, False, False, True, False, False, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2150,photo radar,Living\Car & Garage,Information\Law & Politics,,,,2,False,11,5.5,2,0,0,2,"['Living\\Car & Garage', 'Information\\Law & Politics']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2151,pick up lines for guys,Living\Dating & Relationships,Online Community\Forums & Groups,,,,5,False,22,4.4,0,1,1,2,"['Living\\Dating & Relationships', 'Online Community\\Forums & Groups']","['Living', 'Online']",Online,['Living',,,"[False, False, False, True, True, False, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2152,pictures of hotrods,Living\Car & Garage,Entertainment\Pictures & Photos,Online Community\Forums & Groups,,,3,False,19,6.333333333333332,0,0,1,3,"['Living\\Car & Garage', 'Entertainment\\Pictures & Photos', 'Online Community\\Forums & Groups']","['Entertainment', 'Living', 'Online']",Online, 'Living',['Entertainment',,"[False, True, False, True, True, False, False]","['FALSE', 'TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2153,pictures of winter wonderland,Entertainment\Pictures & Photos,Entertainment\Humor & Fun,Living\Family & Kids,Living\Travel & Vacation,Online Community\Homepages,4,False,29,7.25,2,0,1,5,"['Entertainment\\Pictures & Photos', 'Entertainment\\Humor & Fun', 'Living\\Family & Kids', 'Living\\Travel & Vacation', 'Online Community\\Homepages']","['Entertainment', 'Living', 'Online']",Online, 'Living',['Entertainment',,"[False, True, False, True, True, False, False]","['FALSE', 'TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2154,pictures siegfried roy,Entertainment\Pictures & Photos,Entertainment\Celebrities,Online Community\People Search,Online Community\Homepages,Entertainment\Movies,3,False,22,7.333333333333332,1,0,0,5,"['Entertainment\\Pictures & Photos', 'Entertainment\\Celebrities', 'Online Community\\People Search', 'Online Community\\Homepages', 'Entertainment\\Movies']","['Entertainment', 'Online']",Online,['Entertainment',,,"[False, True, False, False, True, False, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2155,pilates workout,Living\Health & Fitness,Living\Book & Magazine,Online Community\Forums & Groups,Shopping\Buying Guides & Researching,Sports\Other,2,False,15,7.5,0,0,0,5,"['Living\\Health & Fitness', 'Living\\Book & Magazine', 'Online Community\\Forums & Groups', 'Shopping\\Buying Guides & Researching', 'Sports\\Other']","['Living', 'Online', 'Shopping', 'Sports']",Sports, 'Shopping', 'Online',['Living',"[False, False, False, True, True, True, True]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'TRUE']",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
2156,pinellas county clerk,Information\Law & Politics,Living\Career & Jobs,,,,3,False,21,7.0,2,0,0,2,"['Information\\Law & Politics', 'Living\\Career & Jobs']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2157,ping irons,Sports\Other,Information\Companies & Industries,Shopping\Stores & Products,Shopping\Buying Guides & Researching,Online Community\Homepages,2,False,10,5.0,0,0,0,5,"['Sports\\Other', 'Information\\Companies & Industries', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching', 'Online Community\\Homepages']","['Information', 'Online', 'Shopping', 'Sports']",Sports, 'Shopping', 'Online',['Information',"[False, False, True, False, True, True, True]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'TRUE', 'TRUE']",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2158,pita bread recipes,Living\Food & Cooking,Online Community\Forums & Groups,Shopping\Buying Guides & Researching,,,3,False,18,6.0,1,0,0,3,"['Living\\Food & Cooking', 'Online Community\\Forums & Groups', 'Shopping\\Buying Guides & Researching']","['Living', 'Online', 'Shopping']",Shopping, 'Online',['Living',,"[False, False, False, True, True, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
2159,platteville mining museum,Entertainment\Other,Information\Local & Regional ,Information\Education,Living\Travel & Vacation,Online Community\Homepages,3,False,25,8.333333333333334,3,0,0,5,"['Entertainment\\Other', 'Information\\Local & Regional ', 'Information\\Education', 'Living\\Travel & Vacation', 'Online Community\\Homepages']","['Entertainment', 'Information', 'Living', 'Online']",Online, 'Living', 'Information',['Entertainment',"[False, True, True, True, True, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2160,playstation2 games,Entertainment\Games & Toys,Information\Companies & Industries,Living\Family & Kids,Shopping\Stores & Products,Online Community\Homepages,2,True,18,9.0,1,0,0,5,"['Entertainment\\Games & Toys', 'Information\\Companies & Industries', 'Living\\Family & Kids', 'Shopping\\Stores & Products', 'Online Community\\Homepages']","['Entertainment', 'Information', 'Living', 'Online', 'Shopping']",Shopping, 'Online', 'Living', 'Information',"[False, True, True, True, True, True, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'TRUE', 'TRUE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2161,pleasure of my company,Living\Book & Magazine,Shopping\Stores & Products,Online Community\Homepages,,,4,False,22,5.5,2,0,1,3,"['Living\\Book & Magazine', 'Shopping\\Stores & Products', 'Online Community\\Homepages']","['Living', 'Online', 'Shopping']",Shopping, 'Online',['Living',,"[False, False, False, True, True, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
2162,plus size fashion,Living\Fashion & Apparel,Shopping\Stores & Products,Shopping\Buying Guides & Researching,Information\Companies & Industries,,3,False,17,5.666666666666668,2,0,0,4,"['Living\\Fashion & Apparel', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching', 'Information\\Companies & Industries']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
2163,plus ultra,Information\Arts & Humanities,Information\Education,Information\References & Libraries,,,2,False,10,5.0,0,0,0,3,"['Information\\Arts & Humanities', 'Information\\Education', 'Information\\References & Libraries']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2164,pocket watch,Living\Gifts & Collectables,Shopping\Stores & Products,Shopping\Buying Guides & Researching,,,2,False,12,6.0,2,0,0,3,"['Living\\Gifts & Collectables', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
2165,polaris trail blazer,Living\Car & Garage,Information\Companies & Industries,Online Community\Homepages,Shopping\Stores & Products,Shopping\Buying Guides & Researching,3,False,20,6.666666666666668,3,0,0,5,"['Living\\Car & Garage', 'Information\\Companies & Industries', 'Online Community\\Homepages', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Information', 'Living', 'Online', 'Shopping']",Shopping, 'Online', 'Living',['Information',"[False, False, True, True, True, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2166,pontiac casting numbers,Living\Car & Garage,Online Community\Forums & Groups,Information\Companies & Industries,,,3,False,23,7.666666666666668,1,0,0,3,"['Living\\Car & Garage', 'Online Community\\Forums & Groups', 'Information\\Companies & Industries']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2167,popgames,Entertainment\Games & Toys,Computers\Multimedia,Computers\Software,,,1,False,8,8.0,0,0,0,3,"['Entertainment\\Games & Toys', 'Computers\\Multimedia', 'Computers\\Software']","['Computers', 'Entertainment']",Entertainment,['Computers',,,"[True, True, False, False, False, False, False]","['TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2168,portage county auditor,Information\Law & Politics,Information\Local & Regional ,Online Community\Homepages,,,3,False,22,7.333333333333332,3,0,0,3,"['Information\\Law & Politics', 'Information\\Local & Regional ', 'Online Community\\Homepages']","['Information', 'Online']",Online,['Information',,,"[False, False, True, False, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2169,post-tetanic depression,Living\Health & Fitness,Information\Science & Technology,Information\References & Libraries,Online Community\Forums & Groups,,2,False,23,11.5,1,0,0,4,"['Living\\Health & Fitness', 'Information\\Science & Technology', 'Information\\References & Libraries', 'Online Community\\Forums & Groups']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2170,prefontaine,Entertainment\Movies,Entertainment\Celebrities,Online Community\People Search,Online Community\Homepages,Sports\Other,1,False,11,11.0,1,0,0,5,"['Entertainment\\Movies', 'Entertainment\\Celebrities', 'Online Community\\People Search', 'Online Community\\Homepages', 'Sports\\Other']","['Entertainment', 'Online', 'Sports']",Sports, 'Online',['Entertainment',,"[False, True, False, False, True, False, True]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
2171,preschool and halloween,Information\Education,Living\Family & Kids,,,,3,False,23,7.666666666666668,2,0,0,2,"['Information\\Education', 'Living\\Family & Kids']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2172,present condition of comanche tribe,Information\Law & Politics,Information\Education,Information\References & Libraries,Living\Book & Magazine,Online Community\Forums & Groups,5,False,35,7.0,3,0,1,5,"['Information\\Law & Politics', 'Information\\Education', 'Information\\References & Libraries', 'Living\\Book & Magazine', 'Online Community\\Forums & Groups']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2173,president of russia,Information\Law & Politics,Information\Local & Regional ,Online Community\People Search,Information\References & Libraries,,3,False,19,6.333333333333332,2,0,1,4,"['Information\\Law & Politics', 'Information\\Local & Regional ', 'Online Community\\People Search', 'Information\\References & Libraries']","['Information', 'Online']",Online,['Information',,,"[False, False, True, False, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2174,presnet-presbyterian medical group,Living\Health & Fitness,Information\Companies & Industries,Online Community\Homepages,,,3,False,34,11.333333333333336,1,0,0,3,"['Living\\Health & Fitness', 'Information\\Companies & Industries', 'Online Community\\Homepages']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2175,prince edward island,Living\Travel & Vacation,Information\Local & Regional ,Online Community\Homepages,,,3,False,20,6.666666666666668,3,0,0,3,"['Living\\Travel & Vacation', 'Information\\Local & Regional ', 'Online Community\\Homepages']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2176,principal life,Living\Finance & Investment,Information\Companies & Industries,Online Community\Homepages,,,2,False,14,7.0,1,0,0,3,"['Living\\Finance & Investment', 'Information\\Companies & Industries', 'Online Community\\Homepages']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2177,pro ana websites,Online Community\Forums & Groups,Living\Health & Fitness,Information\Science & Technology,,,3,False,16,5.333333333333333,1,0,0,3,"['Online Community\\Forums & Groups', 'Living\\Health & Fitness', 'Information\\Science & Technology']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2178,probability problems,Information\Education,Information\Science & Technology,Information\References & Libraries,Living\Book & Magazine,Living\Family & Kids,2,False,20,10.0,1,0,0,5,"['Information\\Education', 'Information\\Science & Technology', 'Information\\References & Libraries', 'Living\\Book & Magazine', 'Living\\Family & Kids']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2179,projectmanagement,Information\Science & Technology,Information\Companies & Industries,Computers\Software,,,1,False,17,17.0,1,0,0,3,"['Information\\Science & Technology', 'Information\\Companies & Industries', 'Computers\\Software']","['Computers', 'Information']",Information,['Computers',,,"[True, False, True, False, False, False, False]","['TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2180,prometheus laboratories,Living\Health & Fitness,Information\Science & Technology,Information\Companies & Industries,Online Community\Homepages,,2,False,23,11.5,1,0,0,4,"['Living\\Health & Fitness', 'Information\\Science & Technology', 'Information\\Companies & Industries', 'Online Community\\Homepages']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2181,purpose of the national health service,Living\Health & Fitness,Information\Law & Politics,Online Community\Homepages,,,6,False,38,6.333333333333332,3,0,1,3,"['Living\\Health & Fitness', 'Information\\Law & Politics', 'Online Community\\Homepages']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2182,qingqi,Living\Car & Garage,Information\Companies & Industries,Online Community\Homepages,Shopping\Stores & Products,Shopping\Buying Guides & Researching,1,False,6,6.0,1,0,0,5,"['Living\\Car & Garage', 'Information\\Companies & Industries', 'Online Community\\Homepages', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Information', 'Living', 'Online', 'Shopping']",Shopping, 'Online', 'Living',['Information',"[False, False, True, True, True, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2183,quality paperback club,Living\Book & Magazine,Information\Companies & Industries,Online Community\Homepages,Entertainment\Other,,3,False,22,7.333333333333332,3,0,0,4,"['Living\\Book & Magazine', 'Information\\Companies & Industries', 'Online Community\\Homepages', 'Entertainment\\Other']","['Entertainment', 'Information', 'Living', 'Online']",Online, 'Living', 'Information',['Entertainment',"[False, True, True, True, True, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2184,queens tudor realty,Living\Real Estate,Shopping\Lease & Rent,Shopping\Buying Guides & Researching,Information\Companies & Industries,Information\Local & Regional ,3,False,19,6.333333333333332,1,0,0,5,"['Living\\Real Estate', 'Shopping\\Lease & Rent', 'Shopping\\Buying Guides & Researching', 'Information\\Companies & Industries', 'Information\\Local & Regional ']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
2185,qwest telephone book bellevue washington,Online Community\Other,Online Community\Homepages,Information\Companies & Industries,Computers\Networks & Telecommunication,Information\Local & Regional ,5,False,40,8.0,3,0,1,5,"['Online Community\\Other', 'Online Community\\Homepages', 'Information\\Companies & Industries', 'Computers\\Networks & Telecommunication', 'Information\\Local & Regional ']","['Computers', 'Information', 'Online']",Online, 'Information',['Computers',,"[True, False, True, False, True, False, False]","['TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2186,qwestdex,Information\References & Libraries,Information\Companies & Industries,Online Community\Homepages,Computers\Software,Computers\Internet & Intranet,1,False,8,8.0,1,0,0,5,"['Information\\References & Libraries', 'Information\\Companies & Industries', 'Online Community\\Homepages', 'Computers\\Software', 'Computers\\Internet & Intranet']","['Computers', 'Information', 'Online']",Online, 'Information',['Computers',,"[True, False, True, False, True, False, False]","['TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2187,R.D. Call,Entertainment\Movies,Online Community\Homepages,,,,2,False,9,4.5,0,0,0,2,"['Entertainment\\Movies', 'Online Community\\Homepages']","['Entertainment', 'Online']",Online,['Entertainment',,,"[False, True, False, False, True, False, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2188,radio control boats,Living\Car & Garage,Information\Companies & Industries,Shopping\Buying Guides & Researching,,,3,False,19,6.333333333333332,2,0,0,3,"['Living\\Car & Garage', 'Information\\Companies & Industries', 'Shopping\\Buying Guides & Researching']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
2189,radio shack in-dash speakers,Shopping\Stores & Products,Shopping\Buying Guides & Researching,Living\Car & Garage,Information\Companies & Industries,Online Community\Homepages,4,False,28,7.0,2,0,0,5,"['Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching', 'Living\\Car & Garage', 'Information\\Companies & Industries', 'Online Community\\Homepages']","['Information', 'Living', 'Online', 'Shopping']",Shopping, 'Online', 'Living',['Information',"[False, False, True, True, True, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2190,rams head,Living\Food & Cooking,Living\Travel & Vacation,Living\Family & Kids,Information\Companies & Industries,Online Community\Homepages,2,False,9,4.5,0,0,0,5,"['Living\\Food & Cooking', 'Living\\Travel & Vacation', 'Living\\Family & Kids', 'Information\\Companies & Industries', 'Online Community\\Homepages']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2191,rarity bay,Living\Travel & Vacation,Information\Local & Regional ,Online Community\Homepages,Sports\Outdoor Recreations,,2,False,10,5.0,2,0,0,4,"['Living\\Travel & Vacation', 'Information\\Local & Regional ', 'Online Community\\Homepages', 'Sports\\Outdoor Recreations']","['Information', 'Living', 'Online', 'Sports']",Sports, 'Online', 'Living',['Information',"[False, False, True, True, True, False, True]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'TRUE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2192,rdanderson,Information\Companies & Industries,Online Community\Homepages,Information\Education,Living\Family & Kids,Information\Local & Regional ,1,False,10,10.0,1,0,0,5,"['Information\\Companies & Industries', 'Online Community\\Homepages', 'Information\\Education', 'Living\\Family & Kids', 'Information\\Local & Regional ']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2193,recipe crystal meth,Information\Science & Technology,,,,,3,False,19,6.333333333333332,2,0,0,1,['Information\\Science & Technology'],['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2194,recipe for german potatoe salad,Living\Food & Cooking,Online Community\Forums & Groups,Shopping\Buying Guides & Researching,,,5,False,31,6.2,3,0,1,3,"['Living\\Food & Cooking', 'Online Community\\Forums & Groups', 'Shopping\\Buying Guides & Researching']","['Living', 'Online', 'Shopping']",Shopping, 'Online',['Living',,"[False, False, False, True, True, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
2195,red faction mods,Entertainment\Games & Toys,Computers\Software,Computers\Internet & Intranet,Online Community\Forums & Groups,,3,False,16,5.333333333333333,1,0,0,4,"['Entertainment\\Games & Toys', 'Computers\\Software', 'Computers\\Internet & Intranet', 'Online Community\\Forums & Groups']","['Computers', 'Entertainment', 'Online']",Online, 'Entertainment',['Computers',,"[True, True, False, False, True, False, False]","['TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2196,Red Sox Playoff Tickets,Sports\Basketball,Information\Companies & Industries,Information\Local & Regional ,Online Community\Homepages,Sports\Schedules & Tickets,4,False,23,5.75,0,0,0,5,"['Sports\\Basketball', 'Information\\Companies & Industries', 'Information\\Local & Regional ', 'Online Community\\Homepages', 'Sports\\Schedules & Tickets']","['Information', 'Online', 'Sports']",Sports, 'Online',['Information',,"[False, False, True, False, True, False, True]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
